cricos_code,institution_name,website_url,phone_number,email,status
01457C,Lutheran Church of Australia - Queensland District,www.immanuel.qld.edu.au,+61754773444,beveridgee@immanuel.qld.edu.au,Success (Website)
01461G,Nambour Christian College Ltd,www.ncc.qld.edu.au,+61754513333,info@ncc.qld.edu.au,Success (Website)
01488G,St Andrew's Grammar Inc.,www.sag.wa.edu.au,93033840,smacdonald@sag.wa.edu.au,Success (Website)
01497F,Focal Holdings Pty Ltd,www.tibc.nsw.edu.au,0475888882,info@tibc.nsw.edu.au,Success (Website)
01502C,Kardinia International College (Geelong) Ltd,www.kardinia.vic.edu.au,0352789999,kardinia@kardinia.vic.edu.au,Success (Website)
01529C,The Lake Joondalup Baptist College Inc,www.ljbc.wa.edu.au,0893007444,Paul.Sonneman-Smith@ljbc.wa.edu.au,Success (Website)
01535E,The Anglican Church of Australia Collegiate School of Saint Peter,www.stpeters.sa.edu.au,+61884040400,reception@stpeters.sa.edu.au,Success (Website)
01536D,Prescott College Southern,www.prescott.sa.edu.au,0882691655,info@prescottcollege.sa.edu.au,Success (Website)
01545C,Melbourne Institute of Technology Pty Ltd,http://www.mit.edu.au,+610386006700,enquiries@mit.edu.au,Success (Website)
01576G,Sydney Institute of Business and Technology Pty Ltd,www.sibt.nsw.edu.au,+61299646555,study@sibt.nsw.edu.au,Success (Website)
01577F,Australian Baptist Education Inc,www.qbc.wa.edu.au,08930588088,secondarystudents@qbc.wa.edu.au,Success (Website)
01589B,Education Institution Search,www.bedford.edu.au,1300174174,,Success (Website)
01590J,Melbourne Institute of Business & Technology Pty Ltd,www.deakincollege.edu.au,+61392445197,deakincollege@deakin.edu.au,Success (Website)
01592G,The Corporation of the Synod of the Diocese of Brisbane - Fraser Coast Anglican College,www.fcac.qld.edu.au,+61741245411,jwright@fcac.qld.edu.au,Success (Website)
01595D,University of the Sunshine Coast,https://www.usc.edu.au/,0754301101,information@unisc.edu.au,Success (Website)
01609C,Canterbury College Limited,www.canterbury.qld.edu.au,0414805118,d.walker@canterbury.qld.edu.au,Success (Website)
01611J,Prescott College,www.prescott.sa.edu.au,0882691655,info@prescottcollege.sa.edu.au,Success (Website)
01645K,Woodcroft College,http://www.woodcroft.sa.edu.au,+61883222333,warren_s@woodcroft.sa.edu.au,Success (Website)
01664G,Heights College Ltd,www.heights.qld.edu.au,0749231800,Principal@heights.qld.edu.au,Success (CRICOS Fallback)
01688K,Kennedy Baptist College Association Inc.,www.kennedy.wa.edu.au,0893147722,mashby@kennedy.wa.edu.au,Success (Website)
01723A,Department of Education,www.tafeinternational.wa.edu.au,+61892182100,jacqui.johnstone@dtwd.wa.gov.au,Success (Website)
01737F,Queensland Institute of Business and Technology Pty Ltd,www.griffithcollege.edu.au,+61755528500,hello@griffithcollege.edu.au,Success (Website)
01748C,Matthew Flinders Anglican College Limited,www.mfac.edu.au,0754773200,reception@mfac.edu.au,Success (Website)
01751G,Tenison Woods College,www.tenison.adl.catholic.edu.au,0887255455,mezid@tenison.catholic.edu.au,Success (CRICOS Fallback)
01774A,ASHT Pty Ltd,https://alliancecollege.edu.au/,0452178288,eva@alliancecollege.edu.au,Success (CRICOS Fallback)
01796F,Cambridge Academy of English Pty Ltd,https://vit.edu.au/,1300171755,harry@cambridgeqld.com,Success (Website)
01812M,Melbourne Rudolf Steiner Seminar Limited,http://steinerseminar.net.au/,0401850177,office@steinerseminar.edu.au,Success (Website)
01822J,ACPE Limited,www.acpe.edu.au,1300302867,jmontgomery@acpe.edu.au,Success (Website)
01850E,Seventh-day Adventist Schools (Western Australia) Limited,www.victoriaparkchristianschool.wa.edu.au,0893622626,admin@vpcs.wa.edu.au,Success (Website)
01854A,Dentos Pty Ltd,www.massageschools.com.au,+610755766366,enquiry@massageschools.com.au,Success (Website)
01855M,Kingsway Christian Education Association Inc.,www.kingsway.wa.edu.au,08 9302 8777,peter.burton@kcc.wa.edu.au,Success (Website)
01859G,Headmasters Academy Pty Ltd,www.headmasters.com.au,0399459522,hthirlwell@headmasters.com.au,Success (CRICOS Fallback)
01884F,Dance Factory Pty Ltd,www.dancefactory.com.au,0394299492,dancefac@netspace.net.au,Success (CRICOS Fallback)
01894D,Christian Resource Ministries Incorporated,https://christway.vic.edu.au/,+61385516650,kingston@christway.vic.edu.au,Success (Website)
01938G,Saint Stephen's College Ltd,www.saintstephenscollege.net.au,61755738600,info@ssc.qld.edu.au,Success (Website)
01958D,Waverley Christian College Inc,,0398718600,ramsay.r@wcc.vic.edu.au,Success (CRICOS Fallback)
01968B,Thomas Carr College Tarneit,,87342408,Rose.Connolly@thomascarr.vic.edu.au,Success (CRICOS Fallback)
01984B,Association for Christian Education Inc.,www.rehoboth.wa.edu.au,+61892749940,community@rehoboth.wa.edu.au,Success (Website)
01985A,Sunraysia Institute of TAFE,www.sunitafe.edu.au,1300478648,info@sunitafe.edu.au,Success (Website)
02025G,All Souls St Gabriels School Inc,www.allsouls.qld.edu.au,+61747871433,reception@allsouls.qld.edu.au,Success (Website)
02028E,Supreme Business College Pty Ltd,www.academies.edu.au,0292245522,g.rodriguez@academies.edu.au,Success (Website)
02029D,All Saints' College Inc.,www.allsaints.wa.edu.au,0893139333,info@allsaints.wa.edu.au,Success (Website)
02042G,Colleges of Business and Technology (WA) Pty Ltd,www.curtincollege.edu.au,+61862661600,info@curtincollege.edu.au,Success (Website)
02044E,Victorian Institute of Technology Pty Ltd,www.vit.edu.au,1300171755,info@vit.edu.au,Success (Website)
02117D,Speak College Pty Ltd,www.lalingua.com,0292810157,info@lalingua.com,Success (Website)
02137M,ILSC (Brisbane) Pty Ltd,www.ilsc.com.au,0292471744,lucas.chiusoli@ilsc.com.au,Success (Website)
02140E,Sydney School of Business and Technology Pty Ltd,www.ssbt.edu.au,1800318181,info@ssbt.edu.au,Success (Website)
02160A,Unity College Australia Incorporated,http://www.unity.edu.au,0261610050,jillianpryor@unity.edu.au,Success (CRICOS Fallback)
02177C,Sheldon College Ltd,www.sheldoncollege.com,0732065555,k.mortimer@sheldoncollege.com,Success (Website)
02184D,Caroline Chisholm Catholic College,www.cccc.vic.edu.au,0392965311,communications@cccc.vic.edu.au,Success (Website)
02189K,Ormiston College Ltd,www.ormistoncollege.com.au,+61738218999,uniformshop@ormistoncollege.com.au,Success (Website)
02193C,South Australian Institute of Business and Technology Pty Ltd,http://www.saibt.sa.edu.au,0883021596,saibt@navitas.com,Success (Website)
02205D,YWAM Townsville Assoc. Inc.,www.ywamtownsville.org,0747712123,training@ywamships.org,Success (Website)
02209M,Our Lady of the Sacred Heart College,www.olsh.catholic.edu.au,0882698800,olsh@olsh.catholic.edu.au,Success (Website)
02227J,Mercy Diocesan College,,0393199299,principal@mercycoburg.catholic.edu.au,Success (CRICOS Fallback)
02260G,The Hills Grammar School,www.hillsgrammar.nsw.edu.au,+61296542111,karen.yager@hillsgrammar.nsw.edu.au,Success (Website)
02266B,THE ATHENA SCHOOL LIMITED,www.athena.nsw.edu.au,0295570022,enquiries@athena.nsw.edu.au,Success (Website)
02267A,St Paul's Grammar School Penrith Ltd,www.stpauls.nsw.edu.au,0247774888,info@stpauls.nsw.edu.au,Success (Website)
02268M,Kincoppal - Rose Bay School,www.krb.nsw.edu.au,+61293886000,reception@krb.nsw.edu.au,Success (Website)
02269K,The Council of Macarthur Anglican School,www.macarthur.nsw.edu.au,0246475333,administration@macarthur.nsw.edu.au,Success (Website)
02270F,The Council of Abbotsleigh,www.abbotsleigh.nsw.edu.au,61294737777,bowdenr@abbotsleigh.nsw.edu.au,Success (Website)
02273C,The Association for Christian Education of Blacktown Ltd,www.tyndale.edu.au,0288117800,peter.deaudney@tyndale.edu.au,Success (Website)
02275A,Wenona School Ltd,www.wenona.nsw.edu.au,0294094400,ldouglas@wenona.nsw.edu.au,Success (CRICOS Fallback)
02276M,The Council of St Andrew's Cathedral School,www.sacs.nsw.edu.au,+61292869500,info@sacs.nsw.edu.au,Success (Website)
02277K,The Presbyterian Church (New South Wales) Property Trust,scotsallsaints.nsw.edu.au,0263313911,connect@scotsallsaints.nsw.edu.au,Success (Website)
02280D,The Presbyterian Church (New South Wales) Property Trust,www.plc.nsw.edu.au,+61297045666,enquiries@plc.nsw.edu.au,Success (Website)
02284M,Kambala,www.kambala.nsw.edu.au,+61293886777,principal@kambala.nsw.edu.au,Success (Website)
02285K,The Armidale School,www.as.edu.au,0267765800,principal@as.edu.au,Success (CRICOS Fallback)
02287G,The Presbyterian Church (New South Wales) Property Trust,www.tsc.nsw.edu.au,0293917600,principal@tsc.nsw.edu.au,Success (Website)
02290B,Council of Newington College,www.newington.nsw.edu.au,+61295689499,contact@newington.nsw.edu.au,Success (Website)
02293K,The McDonald College Limited,www.mcdonald.nsw.edu.au,+61297520500,reception@mcdonald.nsw.edu.au,Success (Website)
02295G,The Presbyterian Church (New South Wales) Property Trust,www.plcarmidale.nsw.edu.au/index.htm,0267701700,principal@plcarmidale.nsw.edu.au,Success (CRICOS Fallback)
02298E,Cranbrook School,www.cranbrook.nsw.edu.au,0293279426,seniorschool@cranbrook.nsw.edu.au,Success (Website)
02300E,The Council of The Illawarra Grammar School,www.tigs.nsw.edu.au,0242200200,jgreenhalgh@tigs.nsw.edu.au,Success (Website)
02301D,St John's Grammar School Inc,www.stjohns.sa.edu.au,+61882782242,registrar@stjohns.sa.edu.au,Success (Website)
02306K,Ravenswood School For Girls,www.ravenswood.nsw.edu.au,+61294989898,admin@ravenswood.nsw.edu.au,Success (Website)
02308G,The Council of Trinity Grammar School,www.trinity.nsw.edu.au,0295816020,tbowden@trinity.nsw.edu.au,Success (Website)
02315J,The William Branwhite Clarke College Council,www.wcc.nsw.edu.au,0288822100,head@wcc.nsw.edu.au,Success (Website)
02316G,Calrossy Anglican School,www.calrossy.nsw.edu.au,+61257765100,admin@calrossy.nsw.edu.au,Success (Website)
02318F,Meriden School,www.meriden.nsw.edu.au,1300105343,name@email.com,Success (Website)
02320A,The Council of Tara Anglican School for Girls,www.tara.nsw.edu.au,61296306655,tara@tara.nsw.edu.au,Success (Website)
02322K,"The Council of St Catherine's School, Waverley",www.stcaths.nsw.edu.au,0283056200,dmagill@stcatherines.nsw.edu.au,Success (CRICOS Fallback)
02326F,The Council of the King's School,www.kings.edu.au,0296838422,headmaster@kings.edu.au,Success (Website)
02328D,MLC School,www.mlcsyd.nsw.edu.au,0287413101,lmoloney@mlcsyd.nsw.edu.au,Success (CRICOS Fallback)
02333G,Bishop Druitt College Council Inc,www.bdc.nsw.edu.au,0266515644,enrolments@bdc.nsw.edu.au,Success (Website)
02340G,Pacific Group of Christian Schools Limited,www.pacifichills.nsw.edu.au,+61296510700,info@pacifichills.nsw.edu.au,Success (Website)
02342F,Coptic Orthodox Church (NSW) Property Trust,www.smcoc.nsw.edu.au,0437759859,deansa@stmarks.nsw.edu.au,Success (Website)
02344D,Newcastle Grammar School Ltd,www.ngs.nsw.edu.au,+61249295811,office@ngs.nsw.edu.au,Success (Website)
02375G,University Senior College at Adelaide University Inc,www.usc.adelaide.edu.au,202061874205115,media@adelaide.edu.au,Success (Website)
02379D,German School Johannes Gutenberg,www.germanschoolsydney.com,+61294851900,info@giss.nsw.edu.au,Success (Website)
02380M,Le Cordon Bleu Australia Pty Limited,www.cordonbleu.edu/australia,+61883483000,LCBA-PEO-rcointreau@cordonbleu.edu,Success (Website)
02398A,Academies Australasia Institute Pty Limited,www.academies.edu.au,0292245500,g.rodriguez@academies.edu.au,Success (Website)
02401M,Australian International High School Pty Limited,www.academies.nsw.edu.au,0292245500,g.rodriguez@academies.edu.au,Success (CRICOS Fallback)
02402K,Endeavour College Inc,www.endeavour.sa.edu.au,0883683311,admin@endeavour.sa.edu.au,Success (Website)
02411J,Box Hill Institute,www.boxhill.edu.au,92869267,ceooffice@boxhill.edu.au,Success (Website)
02423E,The Corporation of the Synod of the Diocese of Brisbane,www.cac.qld.edu.au,0755859900,cac@cac.qld.edu.au,Success (Website)
02427A,Education Institution Search,www.ozford.edu.au,,info@ozford.edu.au,Success (Website)
02439G,Academies Australasia Polytechnic Pty Limited,http://www.aapoly.edu.au/,0410117614,enquiries@aapoly.edu.au,Success (Website)
02447G,The Corporation of the Synod of the Diocese of Brisbane,www.saac.qld.edu.au,+61754715555,psoffice@saac.qld.edu.au,Success (Website)
02448G,Alia College Ltd,www.alia.vic.edu.au,0398229622,enrolments@alia.vic.edu.au,Success (Website)
02449F,Emmanuel Anglican College Council,www.eac.nsw.edu.au,0266815054,rtobias@eac.nsw.edu.au,Success (Website)
02468C,Geraldton Grammar School Inc.,www.geraldtongrammarschool.wa.edu.au,0899657800,brad.gill@gegs.wa.edu.au,Success (Website)
02475D,Victoria University,www.vu.edu.au/international,+61399191164,accessibility@vu.edu.au,Success (Website)
02483D,Australian Child Care Career Options (ACCCO) Pty Ltd,http://www.accco.com.au,07203257201972,info@accco.com.au,Success (Website)
02485B,Blackfriars Priory School,www.blackfriars.sa.edu.au,0438483997,contact@bps.sa.edu.au,Success (Website)
02491D,Top Education Group Ltd,https://www.imc.edu.au/,0292094888,recruitment@imc.edu.au,Success (Website)
02494A,Rabarl Pty Ltd,http://www.acah.edu.au,+61396548822,info@acah.edu.au,Success (Website)
02500G,Whitsundays College of English Pty Ltd,www.wce.edu.au,+61280670844,admission@wce.edu.au,Success (Website)
02501G,Ozford English Language Centre Pty Ltd,www.ozford.edu.au,0386637188,info@ozford.edu.au,Success (Website)
02506B,Australian National Institute of Business & Technology Pty Ltd,http://www.anibt.vic.edu.au,+61396202922,info@anibt.edu.au,Success (Website)
02527G,The Moerlina School Inc.,www.moerlina.wa.edu.au,0893845894,principal_ms@moerlina.wa.edu.au,Success (CRICOS Fallback)
02529F,Union Institute of Language - Springfield Campus Pty Ltd,,0734700011,principal@uil.edu.au,Success (CRICOS Fallback)
02537F,Presbyterian and Methodist Schools Association,www.scgs.qld.edu.au,0754454444,enquire@scgs.qld.edu.au,Success (Website)
02543G,Kingston International College Pty Ltd,www.kingstoncollege.wa.edu.au,61892288288,tandin.dorji@kingstoncollege.wa.edu.au,Success (Website)
02571D,Group Colleges Australia Pty Ltd,https://www.gca.edu.au/,1300422422,alan.bowen-james@ubss.edu.au,Success (Website)
02598D,Our Lady of the Sacred Heart Catholic College,www.olshalice.catholic.edu.au,61889506400,admin.olshalice@nt.catholic.edu.au,Success (Website)
02615G,Brisbane College of Australia Pty Ltd,,0732210005,joseph@bc.edu.au,Success (CRICOS Fallback)
02622J,Seventh-day Adventist Schools (Greater Sydney) Ltd,www.greatersydney.adventist.edu.au,0288765259,rhonda.belson@gs.adventist.edu.au,Success (CRICOS Fallback)
02634E,Australian Academy of Vocational Education and Trades Pty Ltd,http://www.academia21.com,+61396714755,melk@academia21.com,Success (Website)
02639M,Holmes Institute Pty Ltd,https://www.holmes.edu.au/,0396622055,melbourne@holmes.edu.au,Success (Website)
02644C,Education Centre of Australia Pty Ltd,www.elsis.edu.au,1800652091,sharon.oh@eca.edu.au,Success (Website)
02645B,A.I.W.T. Pty. Ltd.,www.aiwt.edu.au,0892499688,yvonne@aiwt.edu.au,Success (Website)
02647M,Australian Performing Arts Grammar School Limited,www.apgs.nsw.edu.au,+612002209518205123,admin@apgs.nsw.edu.au,Success (Website)
02658G,Logic Entity Australia Pty Ltd,www.abbeycollege.edu.au,0290558558,info@abbeycollege.edu.au,Success (Website)
02663M,Browns English Language School Pty Ltd,www.brownsenglish.edu.au,0732217871,info@browns.edu.au,Success (Website)
02664K,Excelsia University College,http://excelsia.edu.au/,61298198888,peter.mckeon@excelsia.edu.au,Success (CRICOS Fallback)
02668F,Pacific College Pty Ltd,www.pct.edu.au,+61296497767,info@pct.edu.au,Success (Website)
02672K,Greenwich College Pty Ltd,https://www.greenwichcollege.edu.au/,0272263773,mark.kehoe@nexted.com.au,Success (Website)
02674G,Australian Association for International Education Inc,www.iswa.wa.edu.au,61892851144,principal@iswa.wa.edu.au,Success (Website)
02684F,George Education Group Pty Ltd,https://wincollege.edu.au/,+61282529979,studentservice@win.edu.au,Success (Website)
02695C,Imagine Education Australia Pty Ltd as trustee for The Imagine Education Australia Unit Trust,https://www.imagineeducation.com.au/,+61755711122,info@imagineeducation.com.au,Success (Website)
02708C,Seventh-Day Adventist Schools (South Queensland) Limited,www.goldcoastchristiancollege.qld.edu.au,0755934571,info@goldcoastcc.qld.edu.au,Success (Website)
02709B,Trinity College Senior School,www.trinity.sa.edu.au,0885220666,chris.soar@trinity.sa.edu.au,Success (Website)
02723D,UOWC Ltd,www.uowcollege.edu.au,1300367869,felixl@uow.edu.au,Success (Website)
02724C,Australian International Islamic College Board Inc,www.aiic.qld.edu.au,+0733721400,admin@aiic.qld.edu.au,Success (Website)
02727M,Holmes Institute Pty Ltd,https://www.holmes.edu.au/,0396622055,melbourne@holmes.edu.au,Success (Website)
02731D,Avondale University,www.avondale.edu.au,+61249802377,malcolm.coulson@avondale.edu.au,Success (Website)
02743M,LYCEE CONDORCET THE INTERNATIONAL FRENCH SCHOOL OF SYDNEY LTD,www.condorcet.com.au,0293448692,principal@condorcet.com.au,Success (CRICOS Fallback)
02746G,Australia Moreton Education Group Pty Ltd,,07 3002 0888,ceo@qat.qld.edu.au,Success (CRICOS Fallback)
02751M,Education Institution Search,www.upc.edu.au,,,Success (CRICOS Fallback)
02759C,Kooralbyn Campus Inc,www.tkis.qld.edu.au,0755445500,admin@tkis.qld.edu.au,Success (Website)
02763G,Queensland International Study Group Pty Ltd,www.qii.qld.edu.au,0413531531,julie@qii.qld.edu.au,Success (Website)
02767C,Holmes Institute Pty Ltd,https://www.holmes.edu.au/,0396622055,melbourne@holmes.edu.au,Success (Website)
02790D,Hays International College Pty Ltd,www.hic.vic.edu.au,+6132098987222,benjamin.cheng@hic.vic.edu.au,Success (Website)
02799F,St George College Inc,www.sgc.sa.edu.au,0427991747,registrar@sgc.sa.edu.au,Success (Website)
02800G,Warwick Institute of Australia Pty Ltd,https://www.warwick.edu.au/,0292118838,info@warwick.edu.au,Success (Website)
02804C,EQUALS International (Aust) Pty Ltd,https://equals.edu.au/,0881120100,mchittleborough@equals.edu.au,Success (Website)
02815M,Menzies Institute of Technology Pty Ltd,http://www.menzies.vic.edu.au,1300244002,info@menzies.vic.edu.au,Success (Website)
02851G,Western Sydney University Enterprises Pty Limited,www.westernsydney.edu.au/thecollege,1300668370,study@westernsydney.edu.au,Success (Website)
02856B,Nova International Education Pty Ltd,www.novainstitute.net.au,+1300362883,info@nit.edu.au,Success (Website)
02868J,Australian Institute of Technical Training Pty Ltd,http://www.aitt.vic.edu.au,0396201100,s.sidhu@aitt.vic.edu.au,Success (CRICOS Fallback)
02870D,Crown Institute of Business and Technology Pty Ltd,https://www.cibt.edu.au,0431262400,info@cibt.edu.au,Success (Website)
02880B,The Quality Training and Hospitality College Pty Ltd,https://www.qca.edu.au/,1300511888,info@qca.edu.au,Success (Website)
02885G,Australian Language Schools Pty Ltd,www.ihbrisbane.com.au; www.alscertificates.com,0732293389,neil@ihbrisbane.com.au,Success (CRICOS Fallback)
02886G,Melbourne College of Hairdressing Beauty Therapy & Natural Medicine Pty Ltd,http://www.mcohb.com.au,0432663083,ceo@mcohb.edu.au,Success (CRICOS Fallback)
02892J,Education Institution Search,http://www.ithea.vic.edu.au,,,Success (CRICOS Fallback)
02899B,Kingston Training and Employment Pty Ltd,www.dnakingstontraining.edu.au,+61894794865,sonam@dnakingstontraining.edu.au,Success (Website)
02915G,Durban International College Pty Ltd,https://dic.edu.au/,1300409926,info@dic.edu.au,Success (CRICOS Fallback)
02925E,Education Training & Employment Australia Pty. Ltd.,http://www.etea.edu.au,0394500500,info@etea.edu.au,Success (Website)
02933E,Education Institution Search,www.alacchealth.edu.au,,,Success (CRICOS Fallback)
02934D,Southern Cross Education Institute Pty Ltd,www.scei.com.au,0382906377,cyrus.nickson@scei.edu.au,Success (Website)
02938M,Canterbury Technical Institute Pty Ltd,www.cti.qld.edu.au,+610731234055,info@cti.qld.edu.au,Success (Website)
02943C,Covenant College Tuggeranong ACT Association Incorporated,http://www.covenant.act.edu.au,0262942455,Principal@covenant.act.edu.au,Success (Website)
02945A,NEGS LIMITED,www.negs.nsw.edu.au,0267748700,enrolments@negs.nsw.edu.au,Success (Website)
02954M,Coolum Beach Christian College Ltd,www.cbcc.qld.edu.au,0754464780,kmcallister@cbcc.qld.edu.au,Success (Website)
02961A,Iascend Polytechnic Pty Ltd,www.mcfe.com.au,1300368883,amy@mcfe.com.au,Success (Website)
02975F,Astute Training Pty Ltd,www.astutetraining.com.au,1300282750,info@astutetraining.edu.au,Success (Website)
02992E,Queens Group Pty Ltd,http://www.rhodescollege.vic.edu.au/,0383950151,info@rhodescollege.vic.edu.au,Success (Website)
02996A,Star Gazers Education Pty Ltd,www.danford.edu.au,+61396421667,support@danford.edu.au,Success (Website)
03010G,Malekhu Investments Pty Ltd,www.queensford.edu.au,1300120457,info@queensford.edu.au,Success (Website)
03015B,New Cambridge College Sydney Inc,www.nccs.nsw.edu.au,61292126650,info@nccs.nsw.edu.au,Success (Website)
03016A,School of Hairdressing Pty Ltd,www.taylorweir.com.au,+61861030488,salon@taylorweir.com.au,Success (Website)
03020E,TAFE Queensland,www.tafeqld.edu.au,1300308233,TQIE.ExecutiveSupport@tafeqld.edu.au,Success (Website)
03024A,"Melbourne City Institute of Education Pty Ltd, as trustee for MCIE Unit Trust",www.mcie.edu.au,1300737004,info@mcie.edu.au,Success (Website)
03029G,Education Institution Search,www.accollege.edu.au,,,Success (CRICOS Fallback)
03033M,The Corporation of the Roman Catholic Diocese of Toowoomba,www.st-ursula.qld.edu.au,0746327611,adminstursulas@twb.catholic.edu.au,Success (Website)
03039E,Imperial Education Group Pty Ltd,www.ironwood.edu.au,6188227030020,info@ironwood.edu.au,Success (Website)
03041M,TasTAFE,www.tastafe.tas.edu.au/international,0361531199,ceo@tafe.tas.edu.au,Success (CRICOS Fallback)
03047E,Stanley International College Pty Ltd,www.stanleycollege.edu.au,61863719999,info@stanleycollege.edu.au,Success (Website)
03048D,Asia Pacific International College Pty Ltd,www.apicollege.edu.au,+1300870962,peo@apicollege.edu.au,Success (Website)
03053G,Australian Ideal College Pty Ltd,www.aic.edu.au,61292622968,info@aic.edu.au,Success (Website)
03057C,International College of Capoeira Pty Ltd,www.csf.edu.au,0292674768,info@csf.edu.au,Success (Website)
03071E,Australian Learning Group Pty Ltd,https://alg.edu.au/,1300254000,adam.davis@eduholdings.com.au,Success (Website)
03093K,Spencer College Pty Ltd,https://spencercollege.edu.au/,0732173313,admin@spencercollege.edu.au,Success (Website)
03105M,King's Institute of Management and Technology Pty Ltd,,0733922920,deepinder@kimt.edu.au,Success (CRICOS Fallback)
03122K,St George & Sutherland Community College Incorporated,http://www.sgscc.edu.au/international,0295283344,bmills@sgscc.edu.au,Success (Website)
03133G,Adelaide Institute of Business and Technology Pty Ltd,,0468612547,maryseth.olabre@aeg.edu.au,Success (CRICOS Fallback)
03147A,Australian Institute of Higher Education Pty Ltd,www.aih.nsw.edu.au,+6190208050,b.james@aih.edu.au,Success (Website)
03149K,International Institute of Management Pty Ltd,"www.americancollege.com.au, www.americancollege.edu.au",0733917599,bernard@americancollege.edu.au,Success (CRICOS Fallback)
03156M,Apex Institute of Education Pty Ltd,www.apexaustralia.edu.au,0280076262,sodhi@apexaustralia.edu.au,Success (Website)
03164M,Australian College of Technology and Business Pty Ltd,www.actb.com.au,0478255463,info@actb.com.au,Success (Website)
03171A,Australian Institute of Business and Management Pty Ltd,www.koi.edu.au,0292833583,doug@koi.edu.au,Success (Website)
03173K,ALIF Australia Pty Ltd,www.australisinstitute.nsw.edu.au,0296331222,info@australisinstitute.nsw.edu.au,Success (Website)
03182J,Beaconhills Christian College Ltd,www.beaconhills.vic.edu.au,0359453098,Stephen.mcginley@beaconhills.vic.edu.au,Success (Website)
03188C,West Australian Institute of Further Studies Pty Ltd,http://www.waifs.wa.edu.au,0862006200,Sean.tuhakaraina@waifs.wa.edu.au,Success (Website)
03208D,Captain Cook Institute Pty Ltd,www.georgebrown.nsw.edu.au,0292794949,director@georgebrown.nsw.edu.au,Success (CRICOS Fallback)
03217C,Central Australian Institute of Technology Pty Ltd,https://cac.edu.au/,1300258369,admission@cac.edu.au,Success (Website)
03220G,EIM International Training Pty Ltd,http://www.eiminternational.edu.au,0755757575,director@eim.edu.au,Success (CRICOS Fallback)
03222F,Australian Health and Science Institute Pty Ltd,http://www.ahsi.edu.au,61288066777,admissions@ahsi.edu.au,Success (Website)
03226B,BNB International Colleges Pty Ltd,https://bch.edu.au/,+61204802012320015,info@bch.edu.au,Success (Website)
03233C,Nan Tien Institute Limited,http://www.nantien.edu.au,+61242580700,president@nantien.edu.au,Success (Website)
03246J,Christian Community Ministries Ltd,www.groves.qld.edu.au,33805800,susan.hindle@groves.qld.edu.au,Success (Website)
03251A,Cairns College of English Pty Ltd,www.cceb.qld.edu.au,07 4041 2322,marketing@cceb.qld.edu.au,Success (Website)
03255G,Australian Professional Skills Institute Pty Ltd,www.apsi.wa.edu.au,0863654386,info@apsi.edu.au,Success (Website)
03256G,Nortwest Pty Ltd,https://www.nortwest.edu.au/,+61449955272,nortwest@nortwest.edu.au,Success (Website)
03268C,Gold Coast Learning Centre Pty Ltd,www.goldcoaststudy.com,(07) 5531 6788,scott@goldcoaststudy.com,Success (CRICOS Fallback)
03275D,Equanimity Consultants Pty Ltd,http://www.eei.wa.edu.au,61892281600,admissions@eei.wa.edu.au,Success (Website)
03282E,MVJ Enterprises Pty Ltd,www.perthcollege.com.au,0415418396,sekhonraman@yahoo.com,Success (CRICOS Fallback)
03285B,The Greek Orthodox Parish & Community of Belmore & District All Saints Ltd,www.allsaints.nsw.edu.au,0297046400,admin@allsaints.nsw.edu.au,Success (Website)
03288K,Pymble Ladies' College,www.pymblelc.nsw.edu.au,+61298557799,enrol@pymblelc.nsw.edu.au,Success (Website)
03290E,Stella Maris College,www.stellamaris.nsw.edu.au,+61299775144,administration@stellamaris.nsw.edu.au,Success (Website)
03298G,Genazzano FCJ College Limited,www.genazzano.vic.edu.au,+61388621000,principal@genazzano.vic.edu.au,Success (Website)
03300G,St Augustine's College Sydney,www.saintaug.nsw.edu.au,+61299388200,enquiries@saintaug.nsw.edu.au,Success (Website)
03312D,Navitas Bundoora Pty Ltd,http://www.latrobemelbourne.edu.au,0410968537,Struan.Robertson@latrobemelbourne.edu.au,Success (Website)
03317K,St Patrick's College Townsville Limited,www.stpatscollege.qld.edu.au,61747530300,office@stpatscollege.qld.edu.au,Success (Website)
03322B,Academique Pty Ltd,http://www.academique.qld.edu.au,0755263222,enrol@academique.com.au,Success (Website)
03326J,Rudolf Steiner Education Group Brisbane Inc,www.samfordsteiner.qld.edu.au,0734309600,csheard@samfordsteiner.qld.edu.au,Success (Website)
03328G,Skilled Services Australia Pty Ltd,https://www.skillsaustralia.edu.au/,+61861481300,info@skillsaustralia.edu.au,Success (Website)
03330B,Macquarie Grammar School Limited,www.macquariegrammarschool.edu.au,82688666,elee@apagroup.biz,Success (Website)
03332M,Diocese of Lismore Catholic Schools Limited,www.lism.catholic.edu.au,66220422,director@lism.catholic.edu.au,Success (Website)
03336G,Sydney Catholic Schools Ltd as Trustee for the Sydney Catholic Schools Trust,www.ceosyd.catholic.edu.au,0295696111,Executive.Director@scs.catholic.edu.au,Success (CRICOS Fallback)
03337F,St Scholastica's College,www.scholastica.nsw.edu.au,+61296602622,office@scholastica.nsw.edu.au,Success (Website)
03338E,Rosebank College,www.rosebank.nsw.edu.au,0297133118,enrolments@rosebank.nsw.edu.au,Success (Website)
03339D,Trustees of the Roman Catholic Church for the Diocese of Maitland-Newcastle,mn.catholic.edu.au,0249791200,info@mn.catholic.edu.au,Success (Website)
